chroma_major_strength,chroma_minor_strength,mfcc_1,mfcc_2,mfcc_3,spectral_centroid,rms,zcr,mood,timestamp
0.257299,0.236953,40.792364,1.677117,10.603546,18.705092,0.05945,20.914808,Happy,2026-04-12T02:14:11.588323
0.260794,0.258774,27.770437,1.478382,10.513245,32.697684,0.060345,29.280295,Angry,2026-04-12T02:14:34.588323
0.2388,0.234677,0.935907,-11.45426,5.063822,25.512471,0.01612,1.005528,Energetic,2026-04-12T02:14:52.588323
0.255308,0.281856,32.314273,-3.617228,3.154699,-7.450724,-0.004428,35.034873,Sad,2026-04-12T02:15:15.588323
0.240917,0.244177,27.463046,-17.078095,-0.196633,45.241179,0.043445,88.766999,Happy,2026-04-12T02:15:40.588323
0.24709,0.240164,39.849813,5.727079,-3.577837,9.214242,-0.006924,39.678567,Angry,2026-04-12T02:16:07.588323
0.242692,0.249396,43.17329,-9.37006,4.700161,32.857111,0.056491,40.659759,Energetic,2026-04-12T02:16:31.588323
0.226565,0.247508,43.659337,17.296851,13.939519,7.22734,0.043836,20.756158,Sad,2026-04-12T02:16:50.588323
0.266771,0.250421,45.542889,6.087533,5.181947,19.861958,0.069216,44.737912,Happy,2026-04-12T02:17:03.588323
0.256661,0.257213,51.557507,19.713571,9.718553,28.050929,0.100919,27.742525,Angry,2026-04-12T02:17:16.588323
0.221866,0.251434,32.53896,15.448312,4.164324,30.029726,0.072862,45.279934,Energetic,2026-04-12T02:17:42.588323
0.255946,0.257824,41.344847,12.106972,1.813383,33.698577,0.030338,16.359695,Sad,2026-04-12T02:18:07.588323
0.260499,0.227276,14.017837,-0.883335,-0.162747,31.310496,-0.050066,15.933467,Happy,2026-04-12T02:18:24.588323
0.249802,0.264205,32.873721,19.459013,3.921669,25.842421,0.031023,30.542366,Angry,2026-04-12T02:18:42.588323
0.254649,0.252548,33.587203,9.327851,-3.134115,16.689333,0.055854,20.533333,Happy,2026-04-14T18:11:08.870790
0.262369,0.255928,16.486946,12.455149,10.143177,40.812,0.035464,43.6,Happy,2026-04-14T18:13:26.472098
0.248852,0.242939,26.649117,14.77033,8.014857,13.270667,0.036097,9.333333,Sad,2026-04-14T18:15:12.965847
0.249022,0.246005,29.701172,14.586087,8.644536,19.494667,0.057512,13.2,Sad,2026-04-14T18:15:54.143113
0.246415,0.247973,19.55452,2.867322,6.702118,28.87,0.028917,37.6,Angry,2026-04-14T18:16:14.963278
0.251106,0.245741,15.881054,3.901692,18.032116,40.796,0.049402,55.2,Angry,2026-04-14T18:17:14.120423
0.247177,0.24552,29.456073,-2.529808,6.316643,37.223333,0.066488,43.333333,Angry,2026-04-14T18:17:26.240317
0.255153,0.245591,23.001272,3.701049,10.386726,38.925333,0.040981,49.066667,Angry,2026-04-14T18:18:09.781812
0.239661,0.247769,46.588992,-9.783519,8.77114,24.906,0.107161,30.8,Angry,2026-04-14T18:18:27.621377
0.235203,0.242493,25.924213,2.15491,8.394171,32.198667,0.047116,41.066667,Angry,2026-04-14T18:19:14.217496
0.235598,0.242007,28.897169,-1.75781,-5.86345,23.338667,0.044322,28.0,Angry,2026-04-14T18:20:11.118961
0.262298,0.242829,32.934335,8.369803,0.13666,16.524667,0.046019,16.933333,Happy,2026-04-14T18:20:25.456069
0.243657,0.245333,23.367823,3.768479,5.832226,25.676,0.038106,29.733333,Angry,2026-04-14T18:20:28.313609
0.260459,0.248943,29.463541,10.032253,12.642525,22.212667,0.061147,30.0,Energetic,2026-04-14T18:22:04.227188
0.257311,0.253469,28.575174,12.507721,10.567671,22.137333,0.074985,31.466667,Angry,2026-04-14T18:22:44.385592
0.258314,0.253979,35.773778,-18.576431,-10.427295,31.324667,0.073189,49.2,Energetic,2026-04-14T18:23:11.925420
0.239402,0.232413,22.392511,-11.665045,0.185606,40.907333,0.045623,66.666667,Angry,2026-04-14T18:23:58.831246
0.253745,0.247014,38.522763,-3.032859,5.147256,30.604,0.082768,38.266667,Angry,2026-04-14T18:24:35.172232
0.244667,0.241121,22.825078,8.820085,14.039174,34.578,0.051731,39.866667,Angry,2026-04-14T18:24:55.656524
0.242857,0.24317,25.582924,14.326239,9.775565,22.468667,0.039242,23.6,Angry,2026-04-14T18:25:32.077006
0.250401,0.246286,25.330798,0.718559,2.169818,27.258,0.036327,40.4,Angry,2026-04-14T18:26:03.140774
0.250381,0.24983,22.033933,5.342594,10.942049,33.99,0.050059,45.333333,Angry,2026-04-14T18:26:22.759014
0.256732,0.252841,36.139424,6.397533,3.959539,29.640667,0.074369,36.533333,Angry,2026-04-14T18:26:58.573315
0.244457,0.258228,24.497373,-6.322281,9.551661,30.932667,0.052378,36.8,Angry,2026-04-14T18:27:41.905794
0.23713,0.242558,16.177554,-0.040769,8.585403,34.832667,0.041711,50.0,Energetic,2026-04-14T18:27:51.067003
0.250235,0.245053,17.895511,12.883773,22.079353,39.557333,0.055681,31.333333,Energetic,2026-04-14T18:29:41.361284
0.24955,0.247118,11.518177,6.61313,6.153736,33.469333,0.019067,28.533333,Angry,2026-04-14T18:29:47.865743
0.24995,0.248533,33.299355,-9.273711,-5.937739,28.380667,0.060843,36.4,Energetic,2026-04-14T18:30:09.485803
0.244169,0.257961,17.005648,-1.310429,1.90767,42.033333,0.027733,55.866667,Energetic,2026-04-14T18:31:41.657631
0.248871,0.249702,25.095719,8.186125,7.718155,25.041333,0.040559,23.733333,Happy,2026-04-14T18:32:44.890898
0.246815,0.246665,29.394723,-0.411241,2.428361,23.882,0.055423,26.666667,Energetic,2026-04-14T18:35:45.879211
0.254617,0.246255,44.008454,5.620334,11.536521,31.172667,0.104308,35.333333,Energetic,2026-04-14T18:35:54.250227
0.250277,0.251273,23.220263,-26.508511,-27.590741,22.086,0.048017,40.4,Energetic,2026-04-14T18:36:16.046528
0.262483,0.261578,23.297291,6.20614,3.335959,32.916667,0.040994,38.666667,Energetic,2026-04-14T18:40:20.476052
0.246001,0.244169,28.203324,0.271355,-2.616321,26.495333,0.040153,33.333333,Energetic,2026-04-14T18:40:52.637952
0.265999,0.25647,18.327625,1.159489,3.107799,34.945333,0.045165,46.133333,Angry,2026-04-14T18:40:54.673197
0.258595,0.257703,50.320451,1.423611,-1.947602,23.239333,0.102363,26.266667,Energetic,2026-04-14T18:41:27.754180
0.246965,0.259181,30.99884,17.146705,12.706444,9.486154,0.054049,12.923077,Sad,2026-04-14T20:37:20.625829
0.243451,0.250765,11.437661,9.566206,13.511136,34.592,0.024785,45.2,Sad,2026-04-14T20:37:40.188523
0.239702,0.247535,17.508919,-10.576654,6.940543,38.630667,0.034374,46.8,Sad,2026-04-14T20:37:52.323096
0.25435,0.256028,17.553913,7.466367,0.787804,16.484,0.024161,22.533333,Sad,2026-04-14T20:38:06.698326
0.26237,0.257925,31.876969,11.780279,-1.943907,15.587333,0.045914,18.4,Sad,2026-04-14T20:39:38.519737
0.262699,0.258775,14.978701,-2.752716,2.949923,35.754,0.022389,52.133333,Angry,2026-04-14T20:40:07.308333
0.263217,0.253181,7.86721,2.4685,7.304679,43.966,0.01548,57.066667,Energetic,2026-04-14T20:40:28.969920
0.252595,0.253964,17.709385,2.828776,1.351577,28.35,0.024271,35.2,Energetic,2026-04-14T20:40:51.822772
0.256651,0.254189,19.623316,-1.272719,5.037255,39.104667,0.03678,44.0,Energetic,2026-04-14T20:41:21.665395
0.273034,0.271087,15.339076,-5.136475,1.711961,38.628667,0.031377,44.8,Energetic,2026-04-14T20:41:32.026200
0.259312,0.257175,22.078043,2.818599,11.815025,37.448,0.044761,42.533333,Energetic,2026-04-14T20:41:40.281348
0.254955,0.250493,12.023986,6.229676,9.042823,37.793333,0.019679,35.066667,Energetic,2026-04-14T20:42:02.404613
0.249527,0.250471,9.605053,6.939014,6.184491,38.313333,0.011122,36.4,Energetic,2026-04-14T20:42:17.274958
0.249936,0.253141,14.610689,8.979123,5.628336,22.684,0.018057,19.6,Angry,2026-04-14T20:42:35.701213
0.245939,0.247275,20.476506,0.162208,-1.384169,26.394667,0.026226,34.933333,Angry,2026-04-14T20:42:56.275412
0.254651,0.248179,22.06875,6.285281,4.404396,13.523333,0.035931,14.266667,Sad,2026-04-14T20:43:47.454711
0.251053,0.2468,22.389808,12.413533,8.782222,17.104,0.032475,23.466667,Sad,2026-04-14T20:44:00.309781
0.255585,0.256189,35.659334,4.784399,6.150496,19.988667,0.061158,24.533333,Sad,2026-04-14T20:44:24.115205
0.249741,0.250309,52.841323,-5.02986,0.670823,24.222667,0.095569,29.866667,Sad,2026-04-14T20:44:33.316676
0.256538,0.249131,43.980388,-0.280759,7.107748,21.666,0.103006,25.333333,Sad,2026-04-14T20:45:03.306061
0.256729,0.257832,40.832343,2.254175,0.353389,23.718,0.074974,27.466667,Sad,2026-04-14T20:45:22.784926
0.256761,0.252836,24.744022,-1.336251,-2.745682,29.772667,0.039852,42.266667,Sad,2026-04-14T20:46:35.755715
0.253608,0.247348,34.278235,2.679112,-0.250111,24.636,0.055768,29.6,Sad,2026-04-14T20:46:47.495805
0.255478,0.249985,12.51473,2.296093,-2.850745,27.258667,0.014531,25.866667,Sad,2026-04-14T20:47:23.012436
0.244394,0.237269,22.544189,0.122877,-0.539806,31.434667,0.041829,45.066667,Sad,2026-04-14T20:47:39.348636
0.248677,0.243428,37.508135,0.390903,-3.199681,25.521333,0.061719,26.0,Sad,2026-04-14T20:47:48.630237
0.257556,0.251853,22.830159,9.492859,1.89868,16.826,0.028988,21.866667,Sad,2026-04-14T20:48:04.541011
0.238911,0.235733,24.060371,9.697886,9.66516,27.161333,0.034991,36.133333,Sad,2026-04-14T20:48:12.379788
0.253711,0.247649,23.095958,11.402814,6.393618,22.68,0.028247,29.066667,Sad,2026-04-14T20:48:43.815916
0.250756,0.252181,13.964095,2.384303,3.358411,35.34,0.020994,47.466667,Angry,2026-04-14T20:49:24.161822
0.248275,0.254499,7.047942,3.845161,6.940547,38.157333,0.012319,50.8,Sad,2026-04-14T20:49:36.470186
0.256519,0.259413,23.088317,-10.549399,-2.225622,36.327333,0.041652,41.733333,Angry,2026-04-14T20:50:25.886575
0.263491,0.254187,13.761701,-3.666161,-4.75256,21.075333,0.024392,26.0,Happy,2026-04-14T20:51:06.016783
0.254568,0.258168,45.339791,17.388758,14.573916,25.823333,0.08901,26.133333,Happy,2026-04-14T20:51:40.167423
0.250116,0.246405,35.537051,9.563938,6.41556,28.049333,0.051411,33.066667,Happy,2026-04-14T20:52:10.270706
0.235913,0.242697,38.455709,2.751708,-0.328676,25.864,0.067145,27.6,Happy,2026-04-14T20:52:20.447304
0.256255,0.250955,26.915022,2.057651,1.395368,25.821333,0.046569,29.733333,Happy,2026-04-14T20:52:51.503989
0.255689,0.253147,27.366224,10.23053,16.819686,25.99,0.058705,20.8,Happy,2026-04-14T20:53:21.588989
0.259338,0.254273,29.732692,2.761836,4.483983,33.084,0.045226,33.733333,Happy,2026-04-14T20:54:15.924156
0.258051,0.249124,37.442313,5.912328,3.801719,25.798,0.070476,28.0,Energetic,2026-04-14T20:54:38.279143
0.240469,0.246517,12.727049,4.523329,8.260476,39.018667,0.02233,44.8,Energetic,2026-04-14T20:54:59.392619
0.255948,0.252562,36.375002,4.774039,10.439597,24.810667,0.076834,22.666667,Happy,2026-04-14T20:55:18.734147
0.254791,0.256514,22.387596,-4.883313,-2.864813,32.310667,0.039819,39.2,Energetic,2026-04-14T20:55:32.697728
0.247625,0.248737,36.848023,-13.280611,2.66743,30.442667,0.098899,36.133333,Happy,2026-04-14T20:55:41.850814
0.246089,0.246175,52.431701,3.024093,0.270533,21.622667,0.099623,24.4,Happy,2026-04-14T20:56:39.586296
0.25749,0.252552,25.175851,10.591603,3.018292,18.402667,0.030979,22.266667,Happy,2026-04-14T20:57:08.634353
0.25922,0.257721,28.157237,3.792725,-1.955043,27.918,0.039963,34.4,Happy,2026-04-14T20:57:35.849713
0.249292,0.249267,16.591004,9.764309,2.713493,9.218667,0.021343,10.0,Sad,2026-04-14T20:57:58.156014
0.251419,0.24655,34.074357,6.379771,10.650985,29.696667,0.066005,35.466667,Sad,2026-04-14T20:58:24.841261
0.258239,0.240879,23.63634,-8.569322,-9.992011,26.010667,0.037411,36.933333,Sad,2026-04-14T20:59:11.059639
0.259808,0.25117,27.232279,-13.689172,-6.341517,26.835333,0.048286,41.6,Sad,2026-04-14T20:59:33.001289
0.248889,0.248246,37.842181,6.189903,16.944168,26.537333,0.095129,34.4,Happy,2026-04-14T21:00:00.141553
0.250982,0.26046,16.796745,4.258435,0.637883,23.284,0.020664,23.733333,Happy,2026-04-14T21:00:41.619818
0.255989,0.260935,22.845009,3.489357,1.414757,22.585333,0.02915,29.333333,Happy,2026-04-14T21:00:55.278583
0.257387,0.250198,38.854695,5.863253,2.399192,24.256,0.057926,29.2,Happy,2026-04-14T21:01:23.207209
0.260349,0.254614,36.402871,-3.343578,3.551483,26.546667,0.094774,27.066667,Happy,2026-04-14T21:02:25.353051
0.255389,0.255797,29.582257,6.922755,11.347662,25.368,0.062873,29.2,Happy,2026-04-14T21:02:53.341845
0.242582,0.256247,36.662887,-0.299865,3.746945,28.170667,0.061737,31.2,Happy,2026-04-14T21:03:57.098952
0.253419,0.248029,31.224881,7.441168,5.018114,29.738,0.052378,30.533333,Happy,2026-04-14T21:04:19.513900
0.247167,0.24016,23.009663,9.747858,24.340649,29.837333,0.07557,39.466667,Happy,2026-04-14T21:04:41.844814
0.243665,0.244784,25.198709,-10.673541,6.090966,41.318,0.058596,56.266667,Happy,2026-04-14T21:04:54.979484
0.246365,0.247629,46.085308,15.023382,11.228983,20.795333,0.082747,18.4,Energetic,2026-04-14T21:05:22.994822
0.247787,0.24798,25.735071,0.137966,4.2178,34.617333,0.056869,33.733333,Energetic,2026-04-14T21:05:58.553921
0.252709,0.25132,36.113449,-9.654378,8.182857,34.417333,0.086939,47.066667,Angry,2026-04-14T21:06:37.136554
0.245177,0.239248,45.198691,4.771769,4.781254,23.455333,0.096231,24.666667,Happy,2026-04-14T21:07:01.743976
0.265104,0.254823,22.877858,-0.588952,-0.169319,28.708667,0.039833,34.133333,Happy,2026-04-14T21:07:29.957145
0.228687,0.235826,30.229008,6.366778,4.643454,19.966667,0.054698,24.0,Happy,2026-04-14T21:07:49.444879
0.248867,0.244695,23.302264,13.098322,3.448095,12.389333,0.029797,15.466667,Happy,2026-04-14T21:08:24.127878
0.252385,0.250127,35.276853,-9.134145,3.995745,29.514,0.082461,30.0,Energetic,2026-04-14T21:08:53.520307
0.261979,0.246798,26.839397,-4.147443,-0.856994,31.472,0.061314,43.333333,Happy,2026-04-14T21:09:20.100113
0.258772,0.249365,36.152141,2.774647,2.923779,23.253333,0.064665,25.2,Energetic,2026-04-14T21:09:43.784760
0.266067,0.257941,41.553194,-5.628751,9.620024,31.373333,0.094429,39.466667,Happy,2026-04-14T21:09:59.309252
0.260749,0.253171,24.185202,5.37015,6.037314,30.497333,0.047259,46.933333,Happy,2026-04-14T21:10:41.078600
0.25543,0.251141,11.998311,4.464823,1.504075,17.010667,0.015396,19.6,Happy,2026-04-14T21:10:55.025962
0.251709,0.252721,38.248858,5.042661,2.776113,18.403333,0.072389,23.466667,Happy,2026-04-14T21:11:15.440869
0.259799,0.256305,32.793645,-3.48587,14.471614,34.039333,0.077667,39.6,Happy,2026-04-14T21:11:27.314146
0.255118,0.248263,39.579223,-2.897794,8.242357,31.723333,0.091253,39.066667,Happy,2026-04-14T21:11:49.371824
0.250841,0.257003,17.81191,-4.407979,1.146672,42.034667,0.042619,62.4,Happy,2026-04-14T21:12:09.555334
0.262792,0.261419,13.999989,-5.790521,1.10685,41.261333,0.028711,59.333333,Energetic,2026-04-14T21:12:38.115147
0.244951,0.244262,19.740406,-0.404615,1.561631,38.386,0.039458,53.733333,Energetic,2026-04-14T21:13:07.665742
0.257106,0.239651,43.044411,3.906517,-5.755208,23.094,0.071382,29.733333,Energetic,2026-04-14T21:13:16.213200
0.256871,0.252029,26.858351,10.655588,16.600449,18.111333,0.065307,19.466667,Happy,2026-04-14T21:13:38.380793
0.281423,0.272616,25.741995,-10.296674,3.556304,37.236,0.063569,47.866667,Happy,2026-04-14T21:14:10.827723
0.254237,0.249776,17.777285,-1.947591,-0.353439,28.884667,0.026347,36.0,Happy,2026-04-14T21:14:28.771206
0.250618,0.251039,31.097661,17.968797,16.530291,10.858,0.08655,11.066667,Happy,2026-04-14T21:14:56.359313
0.253289,0.262281,30.862561,-3.099304,2.320517,31.817333,0.059146,41.6,Happy,2026-04-14T21:15:31.881514
0.241211,0.239183,20.802313,-0.126475,8.042815,34.367333,0.051396,43.866667,Happy,2026-04-14T21:15:41.780897
0.242813,0.243851,33.448145,-5.568561,-1.03001,31.100667,0.052334,40.4,Energetic,2026-04-14T21:15:57.393602
0.261114,0.257477,37.058776,10.746519,8.069843,21.692,0.069201,25.466667,Happy,2026-04-14T21:16:21.058956
0.248118,0.250009,17.853527,1.011481,9.43029,42.656,0.04137,63.333333,Happy,2026-04-14T21:17:32.923552
0.240084,0.238537,37.26758,3.635972,7.671055,28.922667,0.092429,33.466667,Happy,2026-04-14T21:18:41.474888
0.240995,0.246977,28.151707,16.08174,19.457347,32.430667,0.056908,36.133333,Happy,2026-04-14T21:19:03.143085
0.246737,0.249008,36.967016,13.154688,10.635236,27.500667,0.088774,29.466667,Happy,2026-04-14T21:19:18.104038
0.243189,0.243597,34.065517,16.84536,5.934471,12.12,0.045665,12.666667,Sad,2026-04-14T21:20:29.319830
0.23671,0.233065,20.178462,10.200695,6.475269,13.813333,0.036424,15.066667,Sad,2026-04-14T21:20:49.143707
0.251703,0.249004,22.713148,-2.444266,15.383859,35.636667,0.067382,50.666667,Energetic,2026-04-14T21:21:09.715729
0.238855,0.234387,21.254779,7.343057,13.807187,29.807333,0.051721,32.0,Energetic,2026-04-14T21:21:47.398286
0.24426,0.252107,34.525594,-0.657565,0.350735,31.2,0.049441,41.866667,Energetic,2026-04-14T21:22:11.887551
0.251039,0.245815,28.172822,-0.001015,21.103351,30.196667,0.084187,43.733333,Angry,2026-04-14T21:23:20.335450
0.239503,0.236589,32.019811,6.116959,15.519729,25.511333,0.06879,32.8,Angry,2026-04-14T21:24:58.922467
0.251176,0.248955,22.148937,6.797301,14.34502,35.139333,0.045229,49.466667,Angry,2026-04-14T21:26:11.032289
0.265643,0.254071,24.59522,3.242659,-0.894311,35.313333,0.036022,45.2,Energetic,2026-04-14T21:26:36.184748
0.248281,0.249442,33.916238,-5.907899,-5.066966,20.582,0.053086,25.866667,Angry,2026-04-14T21:26:49.588487
0.251626,0.25108,29.043287,-8.676316,12.538293,34.420667,0.062001,41.066667,Angry,2026-04-14T21:27:09.866526
0.245054,0.234169,35.980891,-8.13039,-0.901617,25.862667,0.057722,37.6,Angry,2026-04-14T21:27:50.370512
0.242568,0.231859,32.977835,-8.857975,-8.649389,26.304667,0.057796,36.0,Angry,2026-04-14T21:28:10.544253
0.254721,0.252901,27.415501,-2.110342,-6.961354,25.594667,0.036045,34.666667,Angry,2026-04-14T21:28:30.389121
0.260777,0.260335,20.100085,1.955773,8.256351,35.392667,0.032,53.333333,Angry,2026-04-14T21:29:09.792890
0.259644,0.256224,25.509473,0.234937,-0.583977,28.798,0.043701,30.0,Angry,2026-04-14T21:29:28.158605
0.237255,0.232545,32.333527,0.269138,-6.305167,28.99,0.053601,34.533333,Angry,2026-04-14T21:29:41.744277
0.244879,0.248503,30.489247,-4.025041,8.717404,33.678667,0.070047,41.466667,Angry,2026-04-14T21:30:18.747415
0.255427,0.253901,28.136409,7.428355,1.661021,27.189333,0.041864,32.4,Angry,2026-04-14T21:30:29.851570
0.258941,0.255878,22.733135,0.557247,2.594565,32.464667,0.031776,39.866667,Angry,2026-04-14T21:30:52.802147
0.256294,0.262475,24.29693,-5.480933,2.301657,35.018,0.041226,42.4,Angry,2026-04-14T21:31:26.405587
0.260166,0.25071,21.4236,-2.605731,1.627144,25.574,0.030571,31.866667,Energetic,2026-04-14T21:31:51.254869
0.261749,0.262243,18.942827,-0.833101,3.871233,35.179333,0.029295,49.6,Angry,2026-04-14T21:32:10.381804
0.248928,0.251447,30.192137,-3.014458,9.340618,34.645333,0.060901,39.066667,Energetic,2026-04-14T21:32:39.924181
0.257298,0.257137,26.544538,-5.847183,10.204261,30.980667,0.062335,42.0,Angry,2026-04-14T21:33:45.195618
0.251425,0.251313,14.397937,1.864893,5.592162,35.440667,0.023742,43.066667,Angry,2026-04-14T21:34:07.757198
0.24677,0.246771,35.198444,-5.875754,5.498965,26.756667,0.071819,29.466667,Angry,2026-04-14T21:34:40.991694
0.248958,0.255283,42.252271,-2.087487,-9.412895,20.296667,0.080059,27.2,Angry,2026-04-14T21:35:36.959767
0.25282,0.252203,22.842794,-4.140087,2.050233,34.510667,0.047564,41.466667,Angry,2026-04-14T21:36:33.064231
0.256713,0.253373,26.598199,3.315357,0.774867,27.370667,0.031639,36.0,Energetic,2026-04-14T21:38:42.356032
0.249538,0.238866,11.477572,-0.927155,11.651272,42.160667,0.028982,65.2,Angry,2026-04-14T21:39:30.746507
0.246179,0.246118,23.947783,8.743371,5.465555,21.248667,0.042232,31.466667,Angry,2026-04-14T21:40:10.360135
0.239751,0.241157,21.836024,-0.388758,3.779495,38.206667,0.03484,54.933333,Energetic,2026-04-14T21:40:37.061686
0.253961,0.248105,30.438649,5.343161,10.516711,30.468,0.079489,40.4,Energetic,2026-04-14T21:40:54.302164
0.255367,0.251647,29.503412,13.592585,20.846324,24.571333,0.070014,22.0,Energetic,2026-04-14T21:41:22.420961
0.261114,0.251226,27.327649,-14.834645,0.370082,41.134,0.062364,55.066667,Energetic,2026-04-14T21:41:34.388411
0.251476,0.242604,14.580997,-5.063165,0.547938,21.128,0.030621,28.8,Sad,2026-04-14T21:41:53.711960
0.252512,0.245351,27.626507,-9.936709,0.822908,36.435333,0.071716,52.666667,Sad,2026-04-14T21:42:16.764305
0.254492,0.25746,40.531407,15.791875,3.477641,16.946667,0.052301,16.933333,Sad,2026-04-14T21:42:55.269997
0.231873,0.224875,45.465011,9.883675,1.684352,24.447333,0.084471,26.4,Sad,2026-04-14T21:43:22.000272
0.255436,0.251961,13.823282,9.988121,5.320146,8.598667,0.015894,7.866667,Sad,2026-04-14T21:43:38.084361
0.261613,0.245355,32.924977,-7.767708,-0.438085,24.396667,0.083692,24.666667,Sad,2026-04-14T21:43:59.477707
0.258349,0.256013,24.999609,3.722159,-5.789283,12.74,0.028988,23.6,Sad,2026-04-14T21:44:12.873823
0.256991,0.246223,44.455859,17.072263,2.158677,17.530667,0.061722,16.666667,Sad,2026-04-14T21:44:37.743990
0.251855,0.249781,26.254135,11.730587,8.653893,30.484667,0.04241,35.466667,Sad,2026-04-14T21:44:59.112767
0.252232,0.248377,56.322747,-3.823279,8.270904,25.736,0.126306,30.666667,Sad,2026-04-14T21:45:55.085954
0.244686,0.246122,27.087565,18.378351,13.956177,15.383333,0.048629,19.866667,Sad,2026-04-14T21:46:25.168391
0.240515,0.24727,23.474705,11.642371,7.022729,17.078,0.034661,21.6,Sad,2026-04-14T21:46:42.229466
0.237841,0.232223,33.890753,9.506789,0.250655,21.049333,0.067305,21.6,Sad,2026-04-14T21:47:03.252007
0.254212,0.250865,32.91152,18.060389,8.385573,15.843333,0.054327,19.333333,Sad,2026-04-14T21:47:27.166117
0.236784,0.235721,28.427909,7.718605,-4.661589,15.368,0.035472,22.0,Sad,2026-04-14T21:47:40.010973
0.249479,0.249723,34.719382,25.475534,18.051725,13.001333,0.058476,7.866667,Sad,2026-04-14T21:48:27.357976
0.250861,0.255118,42.02237,17.011375,12.401545,18.7,0.09652,18.266667,Sad,2026-04-14T21:49:39.755740
0.251683,0.247835,31.380067,16.85018,16.813633,26.558,0.05871,24.266667,Energetic,2026-04-14T21:51:11.827684
0.248467,0.243854,41.671583,-0.044439,2.907924,33.713333,0.079746,39.866667,Energetic,2026-04-14T21:51:35.340412
0.262717,0.249251,30.765727,3.508983,6.153099,29.121333,0.057972,34.533333,Energetic,2026-04-14T21:52:35.663251
0.261471,0.259545,32.729228,5.738565,1.282619,23.831333,0.057146,29.066667,Energetic,2026-04-14T21:52:54.355049
0.257033,0.265124,20.34551,-14.456849,5.919381,38.729333,0.063255,47.6,Energetic,2026-04-14T21:53:31.087595
0.249625,0.247203,20.025913,6.374221,8.838556,41.456667,0.041383,56.0,Energetic,2026-04-14T21:53:44.796070
0.262996,0.249715,37.172779,1.691743,9.214306,30.236667,0.090531,34.0,Energetic,2026-04-14T21:54:04.121973
0.256057,0.251658,26.910965,8.720125,18.583182,30.948,0.063132,32.533333,Energetic,2026-04-14T21:54:34.844936
0.253131,0.254343,30.381557,17.090527,13.794335,24.569333,0.057929,30.8,Sad,2026-04-16T06:29:05.116626
0.249127,0.247271,20.863389,7.203981,2.935931,19.792,0.026046,19.733333,Angry,2026-04-16T06:30:06.259767
0.25158,0.259535,11.448947,-1.599722,3.958203,32.87,0.028251,50.8,Angry,2026-04-16T06:30:28.845907
0.242854,0.243399,18.130835,13.611639,14.976133,22.502,0.034189,28.0,Angry,2026-04-16T06:30:52.319653
0.253323,0.251401,30.038275,-0.97299,-1.476569,27.334,0.054541,30.8,Sad,2026-04-16T06:32:43.869845
0.25277,0.246511,31.315174,1.456997,6.290219,30.154667,0.050713,36.133333,Sad,2026-04-16T06:33:09.906299
0.276474,0.256513,22.363773,2.300299,-3.42978,25.904667,0.036301,34.933333,Energetic,2026-04-16T06:36:11.943896
0.245421,0.240791,27.671429,13.853617,9.942527,9.880667,0.059824,7.6,Happy,2026-04-16T06:38:57.774961
0.240643,0.249602,19.525073,3.210586,5.006451,28.375333,0.036265,41.333333,Happy,2026-04-16T06:41:31.818332
0.266945,0.24834,23.590091,5.470835,0.880134,22.812667,0.034923,26.8,Sad,2026-04-16T06:44:17.096763
0.244751,0.247749,27.246751,10.366543,6.245271,25.016667,0.049443,21.733333,Energetic,2026-04-16T06:54:37.971155
0.250882,0.244441,21.132641,3.077197,1.836666,29.604667,0.028201,36.666667,Angry,2026-04-16T06:57:17.427187
0.250023,0.246377,22.261911,6.172798,10.047058,33.954667,0.042284,46.0,Sad,2026-04-16T07:09:51.564368
0.237778,0.241861,19.831943,2.325263,-1.055189,24.389333,0.030562,24.666667,Sad,2026-04-16T07:19:21.818647
0.243837,0.242281,12.577616,-3.2129,6.110727,38.186,0.024703,51.066667,Sad,2026-04-16T07:21:47.720961
0.266977,0.259996,20.001762,-5.339248,-3.667187,31.694,0.025868,44.133333,Sad,2026-04-16T07:23:53.911761
0.254667,0.251595,29.791481,8.838954,17.927558,26.652667,0.073743,30.266667,Energetic,2026-04-16T07:24:15.792574
0.257159,0.261003,43.933527,8.526828,4.614509,20.809333,0.065114,23.066667,Happy,2026-04-16T07:28:43.406774
0.252766,0.253501,28.806701,3.587867,-3.746689,28.359333,0.036624,36.0,Sad,2026-04-16T07:59:45.632386
0.248465,0.243377,12.329455,0.709215,0.034198,39.606667,0.022775,58.933333,Angry,2026-04-16T08:03:35.751016
0.251157,0.242723,22.232797,11.040139,13.777379,24.052,0.046724,21.866667,Happy,2026-04-16T08:29:56.354357
0.251554,0.240618,25.999939,8.629833,5.030829,18.001333,0.040293,18.133333,Sad,2026-04-16T08:36:04.602719
0.247535,0.245611,22.350934,7.592556,13.642729,34.526667,0.045568,42.4,Angry,2026-04-16T08:54:41.078268
0.251789,0.254384,21.318596,7.044263,5.149599,26.032,0.035222,30.533333,Sad,2026-04-16T08:55:32.914861
0.252909,0.245283,34.900122,2.63739,20.335911,32.185333,0.10988,40.4,Angry,2026-04-16T08:56:26.809520
0.248163,0.245772,16.536886,-0.643,18.558225,43.949333,0.056035,70.8,Energetic,2026-04-16T08:56:56.836250
